account_id,customer_name,national_id,phone_number,origination_date,months_on_book,age,gender,nationality,region,employer_sector,product_type,loan_amount_sar,outstanding_balance_sar,monthly_installment_sar,interest_rate_pct,loan_tenure_months,remaining_tenure_months,collateral_flag,current_dpd,delinquency_bucket,max_dpd_ever,dpd_trend,times_entered_30dpd,ontime_payment_ratio,partial_payment_frequency,avg_payment_ratio,total_payments_made,total_amount_paid_sar,months_since_last_payment,last_payment_amount_sar,total_ptps_made,ptps_kept,ptps_broken,consecutive_broken_ptps,ptp_reliability_rate,avg_days_late_broken_ptp,has_active_ptp,ptp_due_date,ptp_amount_sar,ptp_captured_by,call_pickup_rate,sms_response_rate,whatsapp_response_rate,email_response_rate,preferred_contact_window,days_since_last_contact,contact_attempts_30d,right_party_contact_rate,monthly_income_sar,salary_day,days_to_next_salary,dti_ratio,other_active_loans,bureau_score_at_origination,job_loss_flag,medical_hardship_flag,family_status_change,dispute_flag,fraud_suspected_flag,legal_action_flag,handling_type,assigned_agent_name,assigned_agent_id,settlement_eligible,ots_discount_pct,waiver_requested,ptp_score,pay_probability,risk_tier,recommended_channel,outcome_label
WAT-002086,Dana Al-Khaldi,1435552909,0532786009,2023-07-07,32,32,Female,Saudi,Jeddah,Private - SME,Personal Finance,171000,97000,4160,7.78,48,16,True,15,1-30 DPD,37,Improving,2,0.58,0.14,0.57,18,42500,1,0,1,0,1,1,0.0,25,False,,0,,0.58,0.27,0.39,0.25,6pm-9pm,2,1,0.55,6500,26,2,0.64,1,793,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,832,0.968,Low Risk,SMS,Paid
WAT-002087,Mishal Al-Omari,1598322335,0560824444,2024-08-11,19,51,Male,Saudi,Riyadh,Private - Large,Auto Finance,86000,61000,1800,9.4,60,41,True,167,NPA,171,Stable,2,0.32,0.54,0.29,6,3000,9,0,10,5,5,4,0.5,26,False,,0,,0.41,0.51,0.7,0.29,12pm-3pm,10,20,0.28,11200,1,7,0.161,0,569,False,False,False,False,False,False,Human Led,Dana Al-Subaie,AGT-014,False,0,False,311,0.02,Very High Risk,Human Agent,Not Paid
WAT-002088,Khalid Al-Asmari,2204588232,0533384096,2025-02-10,13,41,Male,Expat-Asian,Jeddah,Private - SME,Personal Finance,101000,23000,8780,7.88,12,0,False,28,1-30 DPD,55,Stable,1,0.45,0.49,0.46,5,20000,0,7600,0,0,0,0,,0,False,,0,,0.63,0.15,0.28,0.08,9am-12pm,0,3,0.39,12300,25,1,0.714,2,704,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-002089,Fahad Al-Shehri,1722054106,0579591209,2022-11-01,40,56,Male,Saudi,Riyadh,Private - Large,Small Business Finance,91500,35000,2220,7.74,48,8,False,28,1-30 DPD,83,Worsening,0,0.85,0.34,0.7,34,53000,1,0,0,0,0,0,,0,False,,0,,0.11,0.76,1.0,0.01,6pm-9pm,5,4,0.07,24900,26,2,0.089,2,797,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-002090,Maha Al-Shehri,1828258848,0590545294,2022-01-22,50,55,Female,Saudi,Riyadh,Private - Large,Personal Finance,203000,61000,6330,7.66,36,0,False,35,31-60 DPD,63,Stable,5,0.38,0.15,0.28,19,33500,1,0,3,2,1,1,0.67,33,False,,0,,0.67,0.56,0.9,0.01,12pm-3pm,6,3,0.49,12600,1,7,0.502,0,570,False,False,False,False,False,False,Human Led,Maha Al-Shehri,AGT-008,False,0,False,787,0.885,Low Risk,SMS,Paid
WAT-002091,Waleed Al-Balawi,1505858046,0572624345,2020-12-04,63,32,Male,Saudi,Asir,Semi-Government,Personal Finance,108000,5500,2720,9.58,48,0,False,31,31-60 DPD,52,Improving,4,0.56,0.53,0.48,35,45500,2,0,2,1,1,1,0.5,34,True,2026-03-26,4000,Human Agent,0.52,0.19,0.29,0.08,6pm-9pm,6,6,0.42,14500,26,2,0.188,2,798,True,False,False,False,False,False,Human Led,Talal Al-Enezi,AGT-027,False,0,False,805,0.918,Low Risk,SMS,Paid
WAT-002092,Fahad Al-Bishi,1987046867,0546555993,2021-06-11,57,35,Male,Saudi,Qassim,Private - Large,Auto Finance,88000,29500,1820,8.95,60,3,True,42,31-60 DPD,72,Stable,1,0.65,0.5,0.47,37,31500,1,0,3,1,2,1,0.33,22,True,2026-03-25,3300,AI,0.36,0.2,0.28,0.14,Before 9am,5,4,0.23,11500,1,7,0.158,1,524,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,794,0.898,Low Risk,SMS,Pending
WAT-002093,Saad Al-Juhani,1337525883,0594119842,2025-01-31,13,41,Male,Saudi,Asir,Government,Personal Finance,16000,13500,320,7.18,60,47,False,43,31-60 DPD,98,Improving,5,0.39,0.17,0.38,5,500,1,0,1,0,1,0,0.0,23,False,,0,,0.42,0.29,0.41,0.01,Before 9am,10,8,0.33,7800,1,7,0.041,4,452,False,False,False,False,False,False,AI + Human,Nawaf Al-Anazi,AGT-011,False,0,False,480,0.328,High Risk,AI Voice,Paid
WAT-002094,Waleed Al-Khaldi,1418975820,0562008420,2025-04-10,11,49,Male,Saudi,Qassim,Private - SME,Home Finance,492000,479500,4390,8.88,240,229,True,106,NPA,110,Stable,6,0.44,0.37,0.3,4,5500,6,0,7,3,4,3,0.43,21,False,,0,,0.44,0.34,0.62,0.03,9am-12pm,13,16,0.3,12400,26,2,0.354,1,627,False,False,False,True,False,False,Human Led,Faisal Al-Rashidi,AGT-001,True,20,False,376,0.138,Very High Risk,Human Agent,Pending
WAT-002095,Mishal Al-Ghamdi,1523667675,0569571597,2021-05-21,58,35,Male,Saudi,Dammam,Government,Auto Finance,55500,4500,1110,7.48,60,2,True,18,1-30 DPD,73,Stable,1,0.43,0.48,0.41,24,11000,0,600,2,1,1,0,0.5,19,False,,0,,0.36,0.14,0.17,0.02,9am-12pm,6,1,0.28,19800,1,7,0.056,1,666,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-002096,Talal Al-Maliki,1796817416,0589051572,2023-05-23,34,41,Male,Saudi,Jeddah,Semi-Government,Home Finance,528500,470500,4580,9.39,300,266,True,19,1-30 DPD,40,Improving,2,0.53,0.45,0.46,18,38000,0,3800,2,1,1,0,0.5,29,True,2026-04-08,2700,AI,0.16,0.54,0.78,0.16,6pm-9pm,3,1,0.13,15400,1,7,0.297,2,544,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,835,0.973,Low Risk,SMS,Paid
WAT-002097,Yousef Al-Thubaiti,2202536394,0514358674,2023-10-17,29,42,Male,Expat-Arab,Riyadh,Semi-Government,Personal Finance,133000,70500,3240,7.89,48,19,False,46,31-60 DPD,87,Worsening,2,0.53,0.19,0.56,15,27000,1,0,1,0,1,0,0.0,5,False,,0,,0.15,0.62,1.0,0.08,3pm-6pm,9,5,0.09,22900,26,2,0.141,1,561,False,False,False,False,False,False,AI + Human,Nora Al-Khalid,AGT-002,True,20,False,838,0.978,Low Risk,SMS,Paid
WAT-002098,Bader Al-Balawi,1120858682,0561711157,2022-02-07,49,34,Male,Saudi,Riyadh,Private - SME,Personal Finance,51500,14500,1270,8.6,48,0,False,80,61-90 DPD,108,Stable,6,0.57,0.25,0.51,27,17500,2,0,3,1,2,2,0.33,11,True,2026-03-25,800,AI,0.52,0.54,0.8,0.03,9am-12pm,22,5,0.32,8500,1,7,0.149,0,702,False,False,False,False,False,False,Human Led,Dana Al-Subaie,AGT-014,False,0,False,584,0.516,Medium Risk,WhatsApp,Paid
WAT-002099,Bandar Al-Zahrani,1119748274,0576336303,2023-09-29,29,35,Male,Saudi,Dammam,Government,Auto Finance,106000,75500,1890,8.51,72,43,True,73,61-90 DPD,85,Worsening,3,0.53,0.66,0.39,15,11000,2,0,6,2,4,4,0.33,29,False,,0,,0.34,0.59,0.96,0.21,6pm-9pm,23,7,0.23,17600,1,7,0.107,1,792,False,False,False,False,False,False,AI + Human,Waleed Al-Bishi,AGT-019,True,15,False,732,0.785,Low Risk,SMS,Pending
WAT-002100,Turki Al-Shehri,1741132163,0513213612,2020-11-14,64,35,Male,Saudi,Jeddah,Government,Personal Finance,69000,17500,3070,6.3,24,0,False,5,1-30 DPD,27,Stable,2,0.84,0.22,0.88,53,143000,0,1300,0,0,0,0,,0,False,,0,,0.56,0.12,0.21,0.02,3pm-6pm,2,3,0.45,8700,1,7,0.353,5,584,False,False,False,False,False,False,AI Only,N/A,N/A,True,15,False,830,0.964,Low Risk,SMS,Pending
WAT-002101,Saad Al-Khaldi,2308802972,0533276204,2023-03-27,35,38,Male,Expat-Arab,Jeddah,Private - SME,Auto Finance,72500,18000,2200,5.8,36,1,True,8,1-30 DPD,47,Stable,2,0.93,0.08,0.84,32,59000,0,1200,1,0,1,1,0.0,16,False,,0,,0.75,0.27,0.35,0.09,12pm-3pm,1,1,0.58,16700,30,6,0.132,1,365,False,False,False,False,True,False,AI Only,N/A,N/A,False,0,False,837,0.976,Low Risk,SMS,Paid
WAT-002102,Ziyad Al-Rashidi,1668855789,0510244335,2023-06-26,32,44,Male,Saudi,Jeddah,Military/Security,Personal Finance,123500,65500,2950,6.85,48,16,False,48,31-60 DPD,86,Stable,3,0.63,0.28,0.66,20,39000,2,0,1,0,1,1,0.0,31,False,,0,,0.25,0.25,0.29,0.11,12pm-3pm,14,3,0.2,6600,25,1,0.447,0,654,False,False,False,False,False,False,AI + Human,Dina Al-Habdan,AGT-030,False,0,False,813,0.932,Low Risk,SMS,Paid
WAT-002103,Bader Al-Bogami,1582660592,0592676164,2022-01-19,50,38,Male,Saudi,Jeddah,Military/Security,Personal Finance,54500,10500,1730,8.96,36,0,False,1,1-30 DPD,59,Worsening,2,0.67,0.27,0.61,33,35000,0,1300,1,0,1,1,0.0,43,False,,0,,0.48,0.79,0.92,0.0,After 9pm,6,4,0.39,13900,1,7,0.124,2,756,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,834,0.971,Low Risk,SMS,Pending
WAT-002104,Ibrahim Al-Bishi,1699521115,0569835872,2020-10-14,65,47,Male,Saudi,Riyadh,Private - Large,Personal Finance,20500,6000,930,8.16,24,0,False,156,NPA,213,Worsening,1,0.08,0.64,0.05,5,0,7,0,7,3,4,0,0.43,28,False,,0,,0.09,0.18,0.32,0.05,9am-12pm,45,13,0.06,12100,26,2,0.077,2,460,True,False,False,False,True,False,Human Led,Mohammed Al-Zahrani,AGT-005,True,15,True,311,0.02,Very High Risk,Human Agent,Not Paid
WAT-002105,Haifa Al-Dosari,1145664341,0541102826,2022-01-03,50,32,Female,Saudi,Dammam,Semi-Government,Gold Finance,33000,14500,5630,7.8,6,0,False,17,1-30 DPD,49,Improving,1,0.76,0.2,0.7,38,150000,1,0,1,0,1,1,0.0,25,False,,0,,0.52,0.23,0.28,0.01,6pm-9pm,4,1,0.36,19900,30,6,0.283,2,706,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,817,0.94,Low Risk,SMS,Paid
WAT-002106,Shahad Al-Balawi,2584983466,0528761271,2020-04-30,70,42,Female,Expat-Arab,Riyadh,Government,Auto Finance,70500,16000,2150,6.23,36,0,True,13,1-30 DPD,64,Stable,1,0.8,0.33,0.76,56,91500,1,0,2,0,2,0,0.0,40,False,,0,,0.38,0.17,0.28,0.01,12pm-3pm,2,3,0.24,11000,27,3,0.195,2,659,False,False,False,True,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-002107,Maha Al-Bishi,1781087592,0517983393,2025-02-28,12,34,Female,Saudi,Dammam,Military/Security,Personal Finance,39000,11500,3410,9.22,12,0,False,61,61-90 DPD,113,Worsening,6,0.26,0.49,0.2,3,2000,2,0,2,1,1,1,0.5,13,False,,0,,0.21,0.57,0.84,0.02,6pm-9pm,24,4,0.17,8800,1,7,0.388,3,453,False,False,False,False,False,False,Human Led,Omar Al-Omari,AGT-017,False,0,False,487,0.34,High Risk,AI Voice,Pending
WAT-002108,Yousef Al-Zahrani,1417119945,0538297265,2023-09-02,30,44,Male,Saudi,Makkah,Government,Auto Finance,77500,43500,1530,6.75,60,30,True,59,31-60 DPD,95,Worsening,3,0.36,0.23,0.38,10,6000,1,0,1,0,1,1,0.0,35,False,,0,,0.27,0.14,0.25,0.31,3pm-6pm,14,6,0.17,7600,1,7,0.201,1,743,False,False,False,False,False,False,Human Led,Bader Al-Mutlaq,AGT-029,False,0,True,658,0.651,Medium Risk,WhatsApp,Paid
WAT-002109,Tariq Al-Khaldi,1850091765,0515967657,2021-03-25,59,50,Male,Saudi,Riyadh,Private - Large,Personal Finance,60000,16500,1420,6.42,48,0,False,49,31-60 DPD,75,Stable,4,0.58,0.18,0.4,34,19500,2,0,4,2,2,1,0.5,35,False,,0,,0.47,0.18,0.2,0.25,3pm-6pm,6,4,0.33,13300,27,3,0.107,2,800,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,822,0.949,Low Risk,SMS,Paid
WAT-002110,Mona Al-Enazi,1995290170,0535656668,2024-02-21,25,50,Female,Saudi,Dammam,Government,Personal Finance,120000,62000,3000,9.21,48,23,False,16,1-30 DPD,71,Stable,0,0.65,0.15,0.62,16,30000,1,0,1,0,1,1,0.0,8,False,,0,,0.28,0.41,0.61,0.04,9am-12pm,5,3,0.2,15000,29,5,0.2,3,797,False,False,False,True,False,False,AI Only,N/A,N/A,False,0,False,814,0.934,Low Risk,SMS,Pending
WAT-002111,Sultan Al-Shahrani,1661156134,0578536824,2024-11-29,15,24,Male,Saudi,Riyadh,Government,Auto Finance,88500,64000,2810,8.86,36,21,True,66,61-90 DPD,119,Stable,6,0.48,0.49,0.42,7,8500,4,0,3,2,1,1,0.67,26,True,2026-04-12,5200,AI,0.42,0.29,0.54,0.2,12pm-3pm,8,4,0.29,23100,26,2,0.122,3,621,False,False,False,True,False,False,Human Led,Reem Al-Dosari,AGT-010,False,0,False,822,0.949,Low Risk,SMS,Paid
WAT-002112,Talal Al-Balawi,2238192894,0550426403,2022-03-15,48,39,Male,Expat-Other,Qassim,Government,Personal Finance,63000,24500,1990,8.59,36,0,False,64,61-90 DPD,64,Worsening,3,0.06,0.21,0.07,2,500,4,0,3,2,1,0,0.67,11,False,,0,,0.23,0.06,0.07,0.11,12pm-3pm,5,10,0.18,4000,26,2,0.498,2,721,False,False,False,False,False,False,Human Led,Dina Al-Habdan,AGT-030,True,20,False,584,0.516,Medium Risk,WhatsApp,Paid
WAT-002113,Dina Al-Otaibi,2237882709,0530998659,2025-01-10,14,27,Female,Expat-Asian,Makkah,Military/Security,Personal Finance,8000,6000,250,8.21,36,22,True,1,1-30 DPD,11,Worsening,1,0.45,0.36,0.43,6,500,1,0,2,1,1,0,0.5,16,False,,0,,0.21,0.15,0.26,0.18,3pm-6pm,0,1,0.19,9900,29,5,0.025,0,679,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-002114,Mohammed Al-Ruwaili,1541061724,0561185824,2024-05-04,22,44,Male,Saudi,Riyadh,Government,Auto Finance,68000,46500,1370,7.85,60,38,True,37,31-60 DPD,87,Worsening,3,0.64,0.12,0.65,14,12500,1,0,4,2,2,1,0.5,13,False,,0,,0.52,0.39,0.47,0.02,3pm-6pm,7,4,0.38,10600,29,5,0.129,0,477,False,False,False,False,False,False,AI + Human,Dana Al-Subaie,AGT-014,False,0,False,838,0.979,Low Risk,SMS,Paid
WAT-002115,Saud Al-Anazi,1410476671,0587132892,2019-10-02,77,54,Male,Saudi,Jeddah,Private - SME,Home Finance,291000,220000,3020,9.41,180,103,True,19,1-30 DPD,72,Improving,1,0.71,0.06,0.57,54,93000,1,0,1,0,1,1,0.0,24,False,,0,,0.29,0.05,0.07,0.0,6pm-9pm,7,1,0.23,7400,1,7,0.408,1,616,False,False,False,False,False,False,AI + Human,Bandar Al-Qahtani,AGT-009,True,25,False,737,0.794,Low Risk,SMS,Paid
WAT-002116,Mohammed Al-Mutairi,1642072795,0562046168,2023-07-27,31,35,Male,Saudi,Jeddah,Private - Large,Auto Finance,57500,33500,1110,5.9,60,29,True,90,61-90 DPD,102,Improving,1,0.38,0.55,0.37,11,4500,3,0,4,1,3,3,0.25,26,False,,0,,0.51,0.18,0.29,0.18,6pm-9pm,24,13,0.42,13600,28,4,0.082,0,553,False,False,False,False,False,False,AI + Human,Bandar Al-Qahtani,AGT-009,False,0,False,632,0.604,Medium Risk,WhatsApp,Not Paid
WAT-002117,Fahad Al-Ghamdi,1437390450,0542268804,2021-12-17,51,32,Male,Saudi,Jeddah,Private - Large,Gold Finance,18500,5500,1080,6.72,18,0,False,21,1-30 DPD,61,Improving,0,0.83,0.25,0.7,42,32000,1,0,0,0,0,0,,0,False,,0,,0.15,0.14,0.26,0.0,12pm-3pm,0,4,0.11,19100,26,2,0.057,1,729,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,839,0.98,Low Risk,SMS,Pending
WAT-002118,Omar Al-Shehri,1884577068,0523283778,2022-12-23,38,47,Male,Saudi,Qassim,Semi-Government,Personal Finance,65000,10500,2050,8.45,36,0,False,36,31-60 DPD,67,Worsening,4,0.36,0.36,0.32,13,8500,1,0,2,0,2,2,0.0,37,True,2026-04-05,2200,AI,0.56,0.68,0.98,0.17,9am-12pm,5,7,0.5,12900,25,1,0.159,1,530,False,False,False,True,False,False,AI Only,N/A,N/A,False,0,False,775,0.863,Low Risk,SMS,Pending
WAT-002119,Yousef Al-Asmari,1247645519,0513789497,2025-05-29,9,49,Male,Saudi,Madinah,Self-Employed,Personal Finance,51000,43000,1210,6.38,48,39,False,36,31-60 DPD,55,Worsening,4,0.59,0.28,0.58,5,3500,2,0,3,1,2,0,0.33,42,True,2026-04-03,1500,AI,0.24,0.28,0.36,0.02,After 9pm,8,5,0.2,13200,28,4,0.092,1,509,False,False,False,False,False,False,AI + Human,Abeer Al-Enazi,AGT-026,False,0,False,839,0.98,Low Risk,SMS,Pending
WAT-002120,Ahmed Al-Bishi,1649318594,0584048844,2019-06-09,81,39,Male,Saudi,Dammam,Semi-Government,Personal Finance,98500,5500,3070,7.71,36,0,False,40,31-60 DPD,88,Stable,2,0.83,0.53,0.78,67,160500,2,0,4,1,3,3,0.25,32,False,,0,,0.27,0.56,0.96,0.07,9am-12pm,9,5,0.2,17000,1,7,0.181,1,456,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,781,0.874,Low Risk,SMS,Paid
WAT-002121,Rayan Al-Zahrani,1756939001,0580471679,2023-03-22,36,44,Male,Saudi,Dammam,Private - SME,Auto Finance,80500,52500,1600,7.17,60,24,True,408,Write-off,458,Worsening,4,0.06,1.0,0.05,2,0,8,0,9,1,8,3,0.11,22,True,2026-03-27,900,Human Agent,0.24,0.67,0.85,0.04,After 9pm,8,4,0.16,6300,27,3,0.254,2,676,True,True,False,True,False,False,Human Led,Rana Al-Shahrani,AGT-022,True,10,False,311,0.02,Very High Risk,Human Agent,Pending
WAT-002122,Majed Al-Mutairi,2520165437,0558237888,2023-05-04,34,37,Male,Expat-Arab,Riyadh,Military/Security,Auto Finance,65000,32000,1560,7.18,48,14,True,20,1-30 DPD,41,Stable,1,0.65,0.16,0.56,22,19000,1,0,1,0,1,1,0.0,38,True,2026-03-25,2900,AI,0.35,0.68,0.99,0.02,12pm-3pm,1,3,0.24,9400,27,3,0.166,3,720,False,False,False,False,False,False,AI + Human,Omar Al-Omari,AGT-017,False,0,False,839,0.98,Low Risk,SMS,Paid
WAT-002123,Omar Al-Dosari,1991465337,0582853934,2021-06-29,56,48,Male,Saudi,Riyadh,Semi-Government,Personal Finance,17500,2500,340,6.58,60,4,False,77,61-90 DPD,104,Worsening,2,0.27,0.45,0.18,15,1000,3,0,5,0,5,4,0.0,18,True,2026-04-04,600,AI,0.51,0.68,0.88,0.08,9am-12pm,12,8,0.46,11400,1,7,0.03,1,522,False,False,False,False,False,False,Human Led,Wafa Al-Shammari,AGT-028,False,0,False,422,0.221,High Risk,AI Voice,Not Paid
WAT-002124,Dina Al-Anazi,1390912950,0524424896,2025-01-06,14,22,Female,Saudi,Asir,Self-Employed,Personal Finance,69500,49500,1740,9.38,48,34,True,79,61-90 DPD,93,Worsening,3,0.51,0.38,0.41,7,5000,4,0,4,1,3,1,0.25,17,False,,0,,0.38,0.45,0.67,0.27,6pm-9pm,14,5,0.32,20100,1,7,0.087,4,711,False,False,True,False,False,False,Human Led,Sara Al-Mutairi,AGT-004,False,0,False,506,0.374,High Risk,AI Voice,Pending
WAT-002125,Hamad Al-Shehri,2276629352,0599618893,2022-10-01,41,29,Male,Expat-Asian,Dammam,Private - Large,Personal Finance,118500,28500,3680,7.31,36,0,False,56,31-60 DPD,98,Improving,1,0.58,0.37,0.5,23,42500,1,0,3,1,2,2,0.33,26,False,,0,,0.54,0.39,0.62,0.14,3pm-6pm,8,7,0.38,8300,26,2,0.443,1,677,False,False,False,False,False,False,AI + Human,Omar Al-Omari,AGT-017,True,25,False,831,0.965,Low Risk,SMS,Paid
WAT-002126,Talal Al-Harbi,1251679137,0534030937,2021-07-19,56,39,Male,Saudi,Riyadh,Private - Large,Home Finance,734500,548000,7700,9.56,180,124,True,71,61-90 DPD,82,Stable,2,0.28,0.26,0.28,15,32500,3,0,5,2,3,3,0.4,21,False,,0,,0.7,0.05,0.06,0.01,12pm-3pm,16,5,0.63,13900,25,1,0.554,0,584,False,False,False,False,False,False,Human Led,Ziyad Al-Zahrani,AGT-025,False,0,False,581,0.511,Medium Risk,WhatsApp,Pending
WAT-002127,Abdullah Al-Rashidi,1656764535,0589234300,2020-11-07,64,38,Male,Saudi,Madinah,Government,Small Business Finance,133500,48500,4120,7.04,36,0,False,54,31-60 DPD,89,Stable,1,0.47,0.46,0.45,30,55500,2,0,3,1,2,0,0.33,16,False,,0,,0.62,0.49,0.71,0.18,6pm-9pm,11,3,0.4,9400,26,2,0.438,1,617,False,True,False,False,False,False,AI + Human,Bandar Al-Qahtani,AGT-009,False,0,False,822,0.949,Low Risk,SMS,Paid
WAT-002128,Mansour Al-Khaldi,1670248218,0572161729,2019-09-04,78,27,Male,Saudi,Madinah,Self-Employed,Home Finance,511500,433500,3980,8.1,300,222,True,14,1-30 DPD,16,Improving,1,0.42,0.32,0.32,32,41000,0,3500,1,0,1,1,0.0,16,False,,0,,0.1,0.32,0.36,0.05,6pm-9pm,4,2,0.07,10500,29,5,0.379,1,344,False,False,False,False,False,False,AI Only,N/A,N/A,False,0,False,711,0.747,Low Risk,SMS,Not Paid
WAT-002129,Tariq Al-Anazi,2882950181,0592008315,2019-06-13,81,33,Male,Expat-Asian,Makkah,Government,Home Finance,430000,155000,4990,7.0,120,39,True,93,NPA,100,Worsening,3,0.36,0.48,0.27,29,39000,3,0,10,7,3,2,0.7,18,False,,0,,0.74,0.27,0.51,0.04,9am-12pm,29,11,0.57,17100,1,7,0.292,2,786,False,False,False,False,False,True,Human Led,Hessa Al-Ghamdi,AGT-006,True,10,True,530,0.418,High Risk,AI Voice,Not Paid
WAT-002130,Bader Al-Maliki,1612789723,0548590283,2025-06-15,9,51,Male,Saudi,Jeddah,Private - SME,Auto Finance,64500,54000,2020,7.91,36,27,True,7,1-30 DPD,17,Worsening,0,0.64,0.51,0.6,5,6000,1,0,1,0,1,1,0.0,18,False,,0,,0.22,0.36,0.58,0.13,3pm-6pm,3,2,0.14,13500,29,5,0.15,4,625,True,False,False,False,False,False,AI + Human,Majed Al-Ruwaili,AGT-015,False,0,False,699,0.726,Medium Risk,WhatsApp,Paid
WAT-002131,Sultan Al-Ruwaili,2399127041,0597558557,2021-02-20,61,53,Male,Expat-Arab,Jeddah,Military/Security,Personal Finance,42000,18000,1300,7.06,36,0,True,89,61-90 DPD,120,Stable,2,0.34,0.46,0.35,20,9000,2,0,7,3,4,2,0.43,37,False,,0,,0.54,0.4,0.76,0.04,3pm-6pm,6,5,0.4,22100,25,1,0.059,4,658,False,False,False,False,False,False,AI + Human,Khaled Al-Otaibi,AGT-003,False,0,False,610,0.564,Medium Risk,WhatsApp,Paid
WAT-002132,Bader Al-Otaibi,2174224402,0563806527,2023-08-24,30,30,Male,Expat-GCC,Asir,Government,Personal Finance,27000,15500,670,8.57,48,18,True,56,31-60 DPD,79,Worsening,1,0.56,0.26,0.53,16,5500,2,0,4,2,2,0,0.5,18,False,,0,,0.47,0.4,0.7,0.1,12pm-3pm,7,2,0.41,10000,25,1,0.067,0,588,False,False,False,False,False,False,AI + Human,Maha Al-Shehri,AGT-008,False,0,False,839,0.98,Low Risk,SMS,Pending
WAT-002133,Bandar Al-Ruwaili,1520992632,0598185933,2025-05-05,10,40,Male,Saudi,Dammam,Semi-Government,Home Finance,953500,914000,6740,5.84,240,230,True,153,NPA,202,Worsening,6,0.16,0.95,0.12,1,1000,7,0,8,2,6,2,0.25,12,False,,0,,0.64,0.05,0.09,0.01,6pm-9pm,36,12,0.59,21000,1,7,0.321,3,505,True,False,False,False,False,False,Human Led,Khaled Al-Otaibi,AGT-003,False,0,False,311,0.02,Very High Risk,Human Agent,Pending
WAT-002134,Saad Al-Anazi,1628001818,0530125483,2019-07-15,80,32,Male,Saudi,Riyadh,Semi-Government,Personal Finance,94500,27500,2930,7.23,36,0,False,11,1-30 DPD,43,Improving,1,0.63,0.3,0.64,50,94000,0,3000,2,1,1,1,0.5,7,True,2026-04-12,3700,AI,0.51,0.23,0.35,0.2,12pm-3pm,3,4,0.33,25300,26,2,0.116,0,467,False,False,False,False,False,False,AI + Human,Shahad Al-Maliki,AGT-016,False,0,False,839,0.98,Low Risk,SMS,Pending
WAT-002135,Ibrahim Al-Mutairi,1369548860,0528154355,2024-06-24,20,22,Male,Saudi,Riyadh,Semi-Government,Personal Finance,36500,26000,860,6.08,48,28,False,36,31-60 DPD,88,Improving,3,0.25,0.33,0.21,5,1000,1,0,4,1,3,0,0.25,3,False,,0,,0.59,0.41,0.67,0.05,After 9pm,12,3,0.56,30300,1,7,0.028,1,488,False,False,False,False,False,False,AI + Human,Majed Al-Ruwaili,AGT-015,False,0,False,751,0.82,Low Risk,SMS,Paid
WAT-002136,Ziyad Al-Bishi,1661589149,0528106367,2022-01-04,50,45,Male,Saudi,Riyadh,Semi-Government,Personal Finance,132000,49000,3270,8.7,48,0,False,6,1-30 DPD,23,Stable,2,0.64,0.12,0.64,32,67000,1,0,2,1,1,1,0.5,30,True,2026-04-05,2400,AI,0.35,0.03,0.06,0.12,12pm-3pm,3,2,0.3,6700,1,7,0.488,2,695,False,False,False,False,False,False,AI + Human,Turki Al-Harbi,AGT-007,False,0,False,814,0.935,Low Risk,SMS,Pending
WAT-002137,Najla Al-Rashidi,2829600056,0560050011,2024-03-05,24,34,Female,Expat-Arab,Riyadh,Semi-Government,Auto Finance,64500,49000,1300,7.82,60,36,True,40,31-60 DPD,42,Stable,1,0.56,0.28,0.38,13,6500,1,0,3,0,3,3,0.0,22,False,,0,,0.52,0.19,0.24,0.03,6pm-9pm,13,5,0.49,18500,27,3,0.07,1,426,False,False,False,False,False,False,AI + Human,Ghada Al-Bogami,AGT-024,False,0,False,814,0.935,Low Risk,SMS,Pending
WAT-002138,Lama Al-Subaie,1646614646,0537123012,2022-12-13,39,48,Female,Saudi,Makkah,Government,Small Business Finance,187500,37000,6030,9.78,36,0,False,33,31-60 DPD,44,Improving,2,0.52,0.13,0.37,20,44500,2,0,2,1,1,1,0.5,22,False,,0,,0.29,0.39,0.59,0.06,6pm-9pm,5,6,0.26,7700,1,7,0.783,3,877,True,False,False,False,False,False,AI + Human,Shahad Al-Maliki,AGT-016,False,0,False,462,0.294,High Risk,AI Voice,Pending
